timestamp,temperature,humidity,prediction,confidence
2026-07-20 23:02:17,25.0,45.0,NORMAL,72.0
2026-07-20 23:02:21,25.0,45.0,NORMAL,72.0
2026-07-20 23:02:27,25.0,45.1,NORMAL,72.0
2026-07-20 23:02:32,25.0,45.0,NORMAL,72.0
2026-07-20 23:02:38,25.0,45.1,NORMAL,72.0
2026-07-20 23:02:41,25.0,45.1,NORMAL,72.0
2026-07-20 23:02:45,25.0,45.1,NORMAL,72.0
2026-07-20 23:02:48,25.0,45.2,NORMAL,72.0
2026-07-20 23:02:52,24.9,45.3,NORMAL,72.0
2026-07-20 23:02:55,24.9,45.2,NORMAL,72.0
2026-07-20 23:02:58,25.0,45.3,NORMAL,72.0
2026-07-20 23:03:02,24.9,45.3,NORMAL,72.0
2026-07-20 23:03:05,25.0,45.3,NORMAL,72.0
2026-07-20 23:03:09,25.0,45.2,NORMAL,72.0
2026-07-20 23:03:12,24.9,45.3,NORMAL,72.0
2026-07-20 23:03:18,25.0,45.3,NORMAL,72.0
2026-07-20 23:03:21,25.0,45.7,NORMAL,72.0
2026-07-20 23:03:25,24.9,45.9,NORMAL,72.0
2026-07-20 23:03:33,25.0,45.8,NORMAL,72.0
2026-07-20 23:03:38,25.0,45.6,NORMAL,72.0
2026-07-20 23:03:44,25.0,45.4,NORMAL,72.0
2026-07-20 23:03:48,25.0,45.4,NORMAL,72.0
2026-07-20 23:03:51,25.0,45.4,NORMAL,72.0
2026-07-20 23:03:57,25.0,45.3,NORMAL,72.0
2026-07-20 23:04:00,25.0,45.3,NORMAL,72.0
2026-07-20 23:04:03,25.0,45.4,NORMAL,72.0
2026-07-20 23:04:09,25.0,45.4,NORMAL,72.0
2026-07-20 23:04:15,25.0,45.4,NORMAL,72.0
2026-07-20 23:04:18,25.0,45.4,NORMAL,72.0
2026-07-20 23:04:22,25.0,46.0,NORMAL,72.0
2026-07-20 23:04:27,25.0,46.5,NORMAL,72.0
2026-07-20 23:04:33,25.0,46.3,NORMAL,72.0
2026-07-20 23:04:37,25.0,46.3,NORMAL,72.0
2026-07-20 23:04:40,25.0,45.9,NORMAL,72.0
2026-07-20 23:04:43,25.0,45.8,NORMAL,72.0
2026-07-20 23:04:47,25.1,45.7,NORMAL,72.0
2026-07-20 23:04:53,25.0,45.6,NORMAL,72.0
2026-07-20 23:04:56,25.0,45.5,NORMAL,72.0
2026-07-20 23:04:59,25.0,45.5,NORMAL,72.0
2026-07-20 23:05:05,25.0,45.4,NORMAL,72.0
2026-07-20 23:05:11,25.1,45.3,NORMAL,72.0
2026-07-20 23:05:14,25.1,45.3,NORMAL,72.0
2026-07-20 23:05:18,25.0,45.2,NORMAL,72.0
2026-07-20 23:05:21,25.1,45.1,NORMAL,72.0
2026-07-20 23:05:24,25.1,45.1,NORMAL,72.0
2026-07-20 23:05:28,25.0,45.1,NORMAL,72.0
2026-07-20 23:05:31,25.0,45.0,NORMAL,72.0
2026-07-20 23:05:35,25.1,45.0,NORMAL,72.0
2026-07-20 23:05:38,25.1,45.0,NORMAL,72.0
2026-07-20 23:05:44,25.1,45.1,NORMAL,72.0
2026-07-20 23:05:49,25.1,45.1,NORMAL,72.0
2026-07-20 23:05:53,25.1,45.0,NORMAL,72.0
2026-07-20 23:05:56,25.1,45.0,NORMAL,72.0
2026-07-20 23:06:00,25.1,45.0,NORMAL,72.0
2026-07-20 23:06:03,25.1,45.0,NORMAL,72.0
2026-07-20 23:06:09,25.1,45.3,NORMAL,72.0
2026-07-20 23:06:12,25.0,45.4,NORMAL,72.0
2026-07-20 23:06:16,25.1,45.4,NORMAL,72.0
2026-07-20 23:06:19,25.1,45.2,NORMAL,72.0
2026-07-20 23:06:22,25.1,45.2,NORMAL,72.0
2026-07-20 23:06:26,25.1,45.2,NORMAL,72.0
2026-07-20 23:06:29,25.1,45.2,NORMAL,72.0
2026-07-20 23:06:33,25.1,45.1,NORMAL,72.0
2026-07-20 23:06:36,25.1,45.1,NORMAL,72.0
2026-07-20 23:06:42,25.1,45.3,NORMAL,72.0
2026-07-20 23:06:47,25.1,45.4,NORMAL,72.0
2026-07-20 23:06:51,25.1,45.4,NORMAL,72.0
2026-07-20 23:06:54,25.1,45.3,NORMAL,72.0
2026-07-20 23:06:58,25.1,45.3,NORMAL,72.0
2026-07-20 23:07:01,25.1,45.2,NORMAL,72.0
2026-07-20 23:07:04,25.1,45.3,NORMAL,72.0
2026-07-20 23:07:08,25.1,45.2,NORMAL,72.0
2026-07-20 23:07:14,25.1,45.2,NORMAL,72.0
2026-07-20 23:07:19,25.1,45.1,NORMAL,72.0
2026-07-20 23:07:23,25.2,45.1,NORMAL,72.0
2026-07-20 23:07:26,25.1,45.1,NORMAL,72.0
2026-07-20 23:07:32,25.1,45.1,NORMAL,72.0
2026-07-20 23:07:38,25.1,45.1,NORMAL,72.0
2026-07-20 23:07:43,25.1,45.0,NORMAL,72.0
2026-07-20 23:07:47,25.1,45.0,NORMAL,72.0
2026-07-20 23:07:50,25.1,45.1,NORMAL,72.0
2026-07-20 23:07:56,25.2,45.1,NORMAL,72.0
2026-07-20 23:07:59,25.2,45.1,NORMAL,72.0
2026-07-20 23:08:03,25.2,45.6,NORMAL,72.0
2026-07-20 23:08:06,25.2,45.5,NORMAL,72.0
2026-07-20 23:08:09,25.2,45.7,NORMAL,72.0
2026-07-20 23:08:13,25.2,45.9,NORMAL,72.0
2026-07-20 23:08:16,25.2,45.8,NORMAL,72.0
2026-07-20 23:08:22,25.2,45.7,NORMAL,72.0
2026-07-20 23:08:28,25.2,46.6,NORMAL,72.0
2026-07-20 23:08:31,25.2,47.1,NORMAL,72.0
2026-07-20 23:08:35,25.2,47.1,NORMAL,72.0
2026-07-20 23:08:38,25.2,46.6,NORMAL,72.0
2026-07-20 23:08:41,25.2,46.3,NORMAL,72.0
2026-07-20 23:08:47,25.3,46.1,NORMAL,72.0
2026-07-20 23:08:50,25.2,45.9,NORMAL,72.0
2026-07-20 23:08:54,25.2,45.6,NORMAL,72.0
2026-07-20 23:09:00,25.2,45.3,NORMAL,72.0
2026-07-20 23:09:03,25.2,45.2,NORMAL,72.0
2026-07-20 23:09:06,25.2,45.1,NORMAL,72.0
2026-07-20 23:09:12,25.2,45.4,NORMAL,72.0
2026-07-20 23:09:16,25.2,45.4,NORMAL,72.0
2026-07-20 23:09:19,25.2,45.2,NORMAL,72.0
2026-07-20 23:09:22,25.2,45.1,NORMAL,72.0
2026-07-20 23:09:26,25.3,45.0,NORMAL,72.0
2026-07-20 23:09:29,25.2,44.9,NORMAL,72.0
2026-07-20 23:09:32,25.3,44.9,NORMAL,72.0
2026-07-20 23:09:38,25.2,44.9,NORMAL,72.0
2026-07-20 23:09:42,25.2,44.8,NORMAL,72.0
2026-07-20 23:09:45,25.2,44.8,NORMAL,72.0
2026-07-20 23:09:48,25.2,44.6,NORMAL,72.0
2026-07-20 23:09:52,25.2,45.0,NORMAL,72.0
2026-07-20 23:09:58,25.2,46.2,NORMAL,72.0
2026-07-20 23:10:01,25.2,46.4,NORMAL,72.0
2026-07-20 23:10:04,25.2,46.5,NORMAL,72.0
2026-07-20 23:10:08,25.2,46.4,NORMAL,72.0
2026-07-20 23:10:11,25.2,46.2,NORMAL,72.0
2026-07-20 23:10:15,25.2,46.0,NORMAL,72.0
2026-07-20 23:10:18,25.2,45.8,NORMAL,72.0
2026-07-20 23:10:24,25.2,45.5,NORMAL,72.0
2026-07-20 23:10:29,25.2,45.2,NORMAL,72.0
2026-07-20 23:10:33,25.3,45.2,NORMAL,72.0
2026-07-20 23:10:36,25.2,45.1,NORMAL,72.0
2026-07-20 23:10:40,25.2,45.0,NORMAL,72.0
2026-07-20 23:10:43,25.2,44.8,NORMAL,72.0
2026-07-20 23:10:49,25.2,44.9,NORMAL,72.0
2026-07-20 23:10:52,25.2,44.8,NORMAL,72.0
2026-07-20 23:10:55,25.2,44.8,NORMAL,72.0
2026-07-20 23:10:59,25.2,44.8,NORMAL,72.0
2026-07-20 23:11:02,25.2,44.8,NORMAL,72.0
